flow_duration,fwd_pkt_count,bwd_pkt_count,mean_pkt_size,iat_mean,pps,flood_score,mac_fill,new_mac_rate,syn_count,label
34.88,0,5752,1508.24,0.001118,894.06,0.0,0.002,0.16,0,DoS
34.88,0,4823,1507.94,0.001118,894.82,0.0,0.002,0.19,0,DoS
34.88,0,4823,1507.94,0.001118,894.82,0.0,0.002,0.19,0,DoS
34.88,0,4823,1507.94,0.001118,894.82,0.0,0.002,0.19,0,DoS
34.88,0,4823,1507.94,0.001118,894.82,0.0,0.002,0.19,0,DoS
34.88,0,4823,1507.94,0.001118,894.82,0.0,0.002,0.19,0,DoS
34.88,0,4823,1507.94,0.001118,894.82,0.0,0.002,0.19,0,DoS
34.88,0,5705,1508.73,0.001118,894.1,0.0,0.002,0.16,0,DoS
34.88,0,5705,1508.73,0.001118,894.1,0.0,0.002,0.16,0,DoS
34.88,0,5705,1508.73,0.001118,894.1,0.0,0.002,0.16,0,DoS
34.88,0,5705,1508.73,0.001118,894.1,0.0,0.002,0.16,0,DoS
34.88,0,5705,1508.73,0.001118,894.1,0.0,0.002,0.16,0,DoS
34.88,0,5705,1508.73,0.001118,894.1,0.0,0.002,0.16,0,DoS
34.88,0,5705,1508.73,0.001118,894.1,0.0,0.002,0.16,0,DoS
30.0,0,6084,1507.58,0.001117,895.09,0.5,0.002,0.15,0,DoS
30.0,0,6084,1507.58,0.001117,895.09,0.5,0.002,0.15,0,DoS
30.0,0,6084,1507.58,0.001117,895.09,0.5,0.002,0.15,0,DoS
30.0,0,6084,1507.58,0.001117,895.09,0.5,0.002,0.15,0,DoS
30.0,0,6084,1507.58,0.001117,895.09,0.5,0.002,0.15,0,DoS
30.0,0,6084,1507.58,0.001117,895.09,0.5,0.002,0.15,0,DoS
34.88,0,5900,1508.84,0.001119,893.57,0.25,0.002,0.15,0,DoS
34.88,0,5900,1508.84,0.001119,893.57,0.25,0.002,0.15,0,DoS
34.88,0,5900,1508.84,0.001119,893.57,0.25,0.002,0.15,0,DoS
34.88,0,5900,1508.84,0.001119,893.57,0.25,0.002,0.15,0,DoS
34.88,0,5900,1508.84,0.001119,893.57,0.25,0.002,0.15,0,DoS
34.88,0,5900,1508.84,0.001119,893.57,0.25,0.002,0.15,0,DoS
34.88,0,5638,1508.52,0.001118,894.19,0.0,0.002,0.16,0,DoS
34.88,0,5638,1508.52,0.001118,894.19,0.0,0.002,0.16,0,DoS
34.88,0,5638,1508.52,0.001118,894.19,0.0,0.002,0.16,0,DoS
34.88,0,5638,1508.52,0.001118,894.19,0.0,0.002,0.16,0,DoS
34.88,0,5638,1508.52,0.001118,894.19,0.0,0.002,0.16,0,DoS
34.88,0,5638,1508.52,0.001118,894.19,0.0,0.002,0.16,0,DoS
34.88,0,4995,1507.67,0.001118,894.62,0.0,0.002,0.18,0,DoS
34.88,0,4995,1507.67,0.001118,894.62,0.0,0.002,0.18,0,DoS
34.88,0,4995,1507.67,0.001118,894.62,0.0,0.002,0.18,0,DoS
34.88,0,4995,1507.67,0.001118,894.62,0.0,0.002,0.18,0,DoS
34.88,0,4995,1507.67,0.001118,894.62,0.0,0.002,0.18,0,DoS
34.88,0,4995,1507.67,0.001118,894.62,0.0,0.002,0.18,0,DoS
34.88,0,4995,1507.67,0.001118,894.62,0.0,0.002,0.18,0,DoS
34.88,0,5821,1508.63,0.001118,894.13,0.125,0.002,0.15,0,DoS
34.88,0,5821,1508.63,0.001118,894.13,0.125,0.002,0.15,0,DoS
34.88,0,5821,1508.63,0.001118,894.13,0.125,0.002,0.15,0,DoS
